case_id,customer_id,order_id,customer_message,domain,issue_type,support_category,product_name,product_category,transaction_amount,order_status,reported_at,channel,historical_csat,amount_band
CASE00067534,CUST004224,ORD0004224,??? ???? ?? ??? ??? ???? ???? ????,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 22:55,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067535,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 23:15,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067536,CUST052227,ORD0052227,Longer waiting period for some orders.,ORDER,Delayed,Order Related,Puzzle 1000pc,Electronics,535.53,Delivered,27/08/2023 14:39,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067537,CUST004224,ORD0004224,An item is missing from my order.,RETURN,Missing,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067538,CUST004224,ORD0004224,thank you Shopzilla for your support,RETURN,Service Centres Related,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 16:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067539,CUST004224,ORD0004224,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 21:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067540,CUST004224,ORD0004224,Thank you,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:05,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067541,CUST004224,ORD0004224,I need help with my order.,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067542,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:11,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067543,CUST004224,ORD0004224,There is no point charging return fee when the product delivered is not correct in the first place,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067544,CUST004224,ORD0004224,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:13,Email,5,AUTONOMOUS_ELIGIBLE
CASE00067545,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:31,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067546,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067547,CUST004224,ORD0004224,Good working jiSuperrr,PAYMENT,PayLater related,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:26,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067548,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:46,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067549,CUST052228,ORD0052228,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Board Game,Toys & Games,681.76,Shipped,27/08/2023 09:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067550,CUST052229,ORD0052229,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Sunglasses,Books,218.72,Delivered,27/08/2023 19:28,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067551,CUST052230,ORD0052230,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Smartphone Case,Sports & Outdoors,418.41,Delivered,27/08/2023 15:54,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067552,CUST004224,ORD0004224,Your customer executive are not helping the customers only said please wait and only wait. I have bought tws the delivery date is 26 aug but product not delivered till 27 aug. Executive only said please wait for the product. Ptahatic Shopzilla,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:45,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067553,CUST004224,ORD0004224,Very good,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067554,CUST004224,ORD0004224,Less nice talk and more practical work that produces the result on time,ORDER,Seller Cancelled Order,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067555,CUST004224,ORD0004224,I need help with my order.,ORDER,Invoice request,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:54,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067556,CUST004224,ORD0004224,I need help with my order.,RETURN,Fraudulent User,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:17,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067557,CUST004224,ORD0004224,Nice to talk with Shopzilla customer support,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067558,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:53,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067559,CUST004224,ORD0004224,per   samasya ka   ho raha hai Shopzilla forward,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:20,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067560,CUST004224,ORD0004224,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:00,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067561,CUST052231,ORD0052231,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Board Game,Electronics,309.6,Delivered,26/08/2023 12:14,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067562,CUST052232,ORD0052232,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Cookware Set,Home & Kitchen,1407.38,Shipped,27/08/2023 19:12,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067563,CUST052233,ORD0052233,I need help with my order.,ORDER,Not Needed,Cancellation,Winter Jacket,Sports & Outdoors,148.56,Delivered,27/08/2023 12:09,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067564,CUST052234,ORD0052234,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smart Light Bulb,Sports & Outdoors,2050.85,Shipped,27/08/2023 09:35,Inbound,2,HIGH_VALUE
CASE00067565,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 19:29,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067566,CUST004224,ORD0004224,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 20:14,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067567,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 07:47,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067568,CUST004224,ORD0004224,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067569,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 10:42,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067570,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 11:51,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067571,CUST004224,ORD0004224,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:42,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067572,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:33,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067573,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:10,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067574,CUST004224,ORD0004224,Awesome,PAYMENT,Online Payment Issues,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:07,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067575,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:12,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067576,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:31,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067577,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 22:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067578,CUST052235,ORD0052235,Nice man,RETURN,Service Centres Related,Returns,Desk Organizer,Books,1392.26,Delivered,27/08/2023 21:19,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067579,CUST004224,ORD0004224,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,24/08/2023 16:24,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067580,CUST004224,ORD0004224,Refund,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:31,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067581,CUST004224,ORD0004224,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:27,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067582,CUST004224,ORD0004224,Thank you,PAYMENT,Payment pending,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:28,Email,5,AUTONOMOUS_ELIGIBLE
CASE00067583,CUST004224,ORD0004224,I need help with my order.,ORDER,Priority delivery,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:15,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067584,CUST004224,ORD0004224,Good work n best wishes,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:32,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067585,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:59,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067586,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:25,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067587,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:17,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067588,CUST004224,ORD0004224,I need help with my order.,PAYMENT,Wallet related,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:30,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067589,CUST004224,ORD0004224,Nice,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:59,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067590,CUST004224,ORD0004224,Customer representatives  is friendly in nature service is awesome thanks Shopzilla,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:08,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067591,CUST004224,ORD0004224,Some suppliers harassing during last two-three orders please be careful,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067592,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:40,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00067593,CUST004224,ORD0004224,I need help with my order.,RETURN,Fraudulent User,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:57,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067594,CUST052236,ORD0052236,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Bluetooth Speaker,Home & Kitchen,1082.21,Delivered,27/08/2023 12:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067595,CUST004224,ORD0004224,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067596,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:06,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067597,CUST004224,ORD0004224,I need help with my order.,ORDER,Unable to track,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:22,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067598,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:47,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067599,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067600,CUST004224,ORD0004224,"There was a problem in communication, due to network issues.",RETURN,Wrong,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067601,CUST004224,ORD0004224,Good,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:40,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067602,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067603,CUST004224,ORD0004224,Good,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:25,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067604,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:13,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067605,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 23:07,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067606,CUST052237,ORD0052237,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Gaming Mouse,Clothing,1055.6,Pending,27/08/2023 10:20,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067607,CUST052238,ORD0052238,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Novel Bestseller,Books,942.03,Delivered,25/08/2023 21:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067608,CUST004224,ORD0004224,Nothings,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:03,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067609,CUST004224,ORD0004224,You are charging 5 handling fees then we are unable to cancel the order.It is disgusting.,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:30,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067610,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:15,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067611,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:58,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067612,CUST004224,ORD0004224,The executive was really very helpful really appreciate your support thank you,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067613,CUST004224,ORD0004224,I received the wrong product.,RETURN,Wrong,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067614,CUST004224,ORD0004224,I am having an issue with my payment.,PAYMENT,Online Payment Issues,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 22:03,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067615,CUST004224,ORD0004224,Very nice??,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 17:48,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067616,CUST004224,ORD0004224,Query still pending. Both times call is disconnected by putting on hold,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 07:52,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067617,CUST004224,ORD0004224,Useless not ready to compliant,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:43,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067618,CUST004224,ORD0004224,Nice contact support,RETURN,Fraudulent User,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 11:02,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067619,CUST004224,ORD0004224,Please options to delete my orders history to us.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:35,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067620,CUST004224,ORD0004224,??,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:06,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067621,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:18,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00067622,CUST004224,ORD0004224,Thank you Shopzilla,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:10,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067623,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:39,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067624,CUST004224,ORD0004224,Thank you,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067625,CUST052239,ORD0052239,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Yoga Mat,Books,1500.32,Shipped,27/08/2023 19:23,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067626,CUST052240,ORD0052240,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,USB-C Charger,Clothing,332.6,Delivered,27/08/2023 18:07,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067627,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 15:23,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067628,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:39,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067629,CUST004224,ORD0004224,Achha,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 19:53,Inbound,5,AUTONOMOUS_ELIGIBLE
